key,format,sourcePath,defaultScale,semanticRole,objectKind,description,size.sourceSize,size.authoredDefaultSize,size.renderedDefaultSize,colors.materialColors,colors.prominentRenderedColors,animations,warnings
candlestick_fp,gltf,gltf/quaternius/fantasy_props/CandleStick.gltf,0.7,decorative_tiny,lighting,"candlestick (lighting); 0.1826m x 0.1086m x 0.1256m. Dominant colors: gray/stone, white/light.","{""x"":0.2609,""y"":0.1552,""z"":0.1794}","{""x"":0.1826,""y"":0.1086,""z"":0.1256}","{""x"":0.1826,""y"":0.1087,""z"":0.1255}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#a0a0a0"",""pixels"":1336},{""hex"":""#404040"",""pixels"":1294},{""hex"":""#808080"",""pixels"":1255},{""hex"":""#c0c0c0"",""pixels"":1210},{""hex"":""#606060"",""pixels"":1112},{""hex"":""#ffffff"",""pixels"":863},{""hex"":""#e0e0e0"",""pixels"":789},{""hex"":""#000000"",""pixels"":415}]",[],[]
candlestick_stand_fp,gltf,gltf/quaternius/fantasy_props/CandleStick_Stand.gltf,0.75,decorative_tiny,lighting,"candlestick stand (lighting); 0.5492m x 0.9844m x 0.5485m. Dominant colors: gray/stone, white/light.","{""x"":0.7323,""y"":1.3125,""z"":0.7313}","{""x"":0.5492,""y"":0.9844,""z"":0.5485}","{""x"":0.5492,""y"":0.9844,""z"":0.5485}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#606060"",""pixels"":836},{""hex"":""#808080"",""pixels"":699},{""hex"":""#404040"",""pixels"":559},{""hex"":""#a0a0a0"",""pixels"":436},{""hex"":""#ffffe0"",""pixels"":377},{""hex"":""#c0c0c0"",""pixels"":332},{""hex"":""#e0e0e0"",""pixels"":268},{""hex"":""#ffffff"",""pixels"":171}]",[],[]
candlestick_triple_fp,gltf,gltf/quaternius/fantasy_props/CandleStick_Triple.gltf,0.7,decorative_tiny,lighting,"candlestick triple (lighting); 0.3096m x 0.3243m x 0.0955m. Dominant colors: gray/stone, white/light.","{""x"":0.4423,""y"":0.4633,""z"":0.1364}","{""x"":0.3096,""y"":0.3243,""z"":0.0955}","{""x"":0.3096,""y"":0.3243,""z"":0.0955}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Props"",""hex"":""#ffffff""}]","[{""hex"":""#606060"",""pixels"":1111},{""hex"":""#404040"",""pixels"":845},{""hex"":""#ffffe0"",""pixels"":756},{""hex"":""#c0c0c0"",""pixels"":623},{""hex"":""#808080"",""pixels"":617},{""hex"":""#a0a0a0"",""pixels"":572},{""hex"":""#ffffff"",""pixels"":539},{""hex"":""#ffffc0"",""pixels"":282}]",[],[]
chalice_fp,gltf,gltf/quaternius/fantasy_props/Chalice.gltf,0.66,decorative_tiny,food_or_tabletop,"chalice (food_or_tabletop); 0.0781m x 0.1694m x 0.0822m. Dominant colors: gray/stone, black/dark.","{""x"":0.1184,""y"":0.2567,""z"":0.1245}","{""x"":0.0781,""y"":0.1694,""z"":0.0822}","{""x"":0.0782,""y"":0.1694,""z"":0.0822}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":3175},{""hex"":""#606060"",""pixels"":1111},{""hex"":""#808080"",""pixels"":944},{""hex"":""#a0a0a0"",""pixels"":619},{""hex"":""#202020"",""pixels"":480},{""hex"":""#c0c0c0"",""pixels"":461},{""hex"":""#ffffff"",""pixels"":293},{""hex"":""#402040"",""pixels"":277}]",[],[]
carrot_fp,gltf,gltf/quaternius/fantasy_props/Carrot.gltf,0.62,decorative_tiny,food_or_tabletop,"carrot (food_or_tabletop); 0.1115m x 0.3508m x 0.1376m. Dominant colors: orange/gold, green, red/brown.","{""x"":0.1799,""y"":0.5658,""z"":0.222}","{""x"":0.1115,""y"":0.3508,""z"":0.1376}","{""x"":0.1115,""y"":0.3508,""z"":0.1377}","[{""name"":""MI_Trim_Props_Vertex"",""hex"":""#ffffff""}]","[{""hex"":""#ff8020"",""pixels"":950},{""hex"":""#80c020"",""pixels"":316},{""hex"":""#60c040"",""pixels"":296},{""hex"":""#60c020"",""pixels"":288},{""hex"":""#ff8040"",""pixels"":254},{""hex"":""#ff6020"",""pixels"":247},{""hex"":""#60a020"",""pixels"":155},{""hex"":""#80c040"",""pixels"":151}]",[],[]
dummy_fp,gltf,gltf/quaternius/fantasy_props/Dummy.gltf,0.88,solid_landmark,service_or_landmark_prop,"dummy (service_or_landmark_prop); 0.7115m x 1.6392m x 0.5144m. Dominant colors: orange/gold, mixed.","{""x"":0.8085,""y"":1.8627,""z"":0.5846}","{""x"":0.7115,""y"":1.6392,""z"":0.5144}","{""x"":0.7115,""y"":1.6392,""z"":0.5145}","[{""name"":""MI_Trim_Furniture"",""hex"":""#ffffff""},{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""},{""name"":""MI_Trim_Cloth"",""hex"":""#ffffff""}]","[{""hex"":""#ffc060"",""pixels"":1122},{""hex"":""#ffe060"",""pixels"":656},{""hex"":""#ffc080"",""pixels"":426},{""hex"":""#ffa060"",""pixels"":399},{""hex"":""#e0a060"",""pixels"":341},{""hex"":""#e08060"",""pixels"":192},{""hex"":""#ffa040"",""pixels"":180},{""hex"":""#e0a040"",""pixels"":137}]",[],[]
cage_small_fp,gltf,gltf/quaternius/fantasy_props/Cage_Small.gltf,0.78,solid_landmark,decor_or_misc,"cage small (decor_or_misc); 0.6668m x 0.6281m x 0.6898m. Dominant colors: gray/stone, white/light.","{""x"":0.8549,""y"":0.8052,""z"":0.8843}","{""x"":0.6668,""y"":0.6281,""z"":0.6898}","{""x"":0.6668,""y"":0.628,""z"":0.6897}","[{""name"":""MI_Trim_Metal"",""hex"":""#ffffff""}]","[{""hex"":""#404040"",""pixels"":20799},{""hex"":""#606060"",""pixels"":3864},{""hex"":""#e0e0e0"",""pixels"":2810},{""hex"":""#808080"",""pixels"":2131},{""hex"":""#c0c0c0"",""pixels"":1696},{""hex"":""#a0a0a0"",""pixels"":1602},{""hex"":""#202020"",""pixels"":1331},{""hex"":""#ffffff"",""pixels"":1234}]",[],[]
obj_house_1,obj,obj/medieval_voxel/House_1,1,architecture_block,architecture,house 1 (architecture); 6.5m x 4m x 6.4m. Dominant colors: white/light.,"{""x"":6.5,""y"":4,""z"":6.4}","{""x"":6.5,""y"":4,""z"":6.4}","{""x"":6.5,""y"":4,""z"":6.4}","[{""name"":""House_1"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":29964}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_house_2,obj,obj/medieval_voxel/House_2,1,architecture_block,architecture,house 2 (architecture); 4.8m x 5.2m x 6.1m. Dominant colors: white/light.,"{""x"":4.8,""y"":5.2,""z"":6.1}","{""x"":4.8,""y"":5.2,""z"":6.1}","{""x"":4.8,""y"":5.2,""z"":6.1}","[{""name"":""House_2"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":24254}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_house_3,obj,obj/medieval_voxel/House_3,1,architecture_block,architecture,house 3 (architecture); 4.1m x 6.7m x 4m. Dominant colors: white/light.,"{""x"":4.1,""y"":6.7,""z"":4}","{""x"":4.1,""y"":6.7,""z"":4}","{""x"":4.1,""y"":6.7,""z"":4}","[{""name"":""House_3"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":21260}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_shop_simple,obj,obj/medieval_voxel/Shop_Simple,1,decorative_or_unknown,architecture,shop simple (architecture); 2.4m x 2m x 2m. Dominant colors: white/light.,"{""x"":2.4,""y"":2,""z"":2}","{""x"":2.4,""y"":2,""z"":2}","{""x"":2.4,""y"":2,""z"":2}","[{""name"":""Shop_Simple"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":28086}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_shop_closed,obj,obj/medieval_voxel/Shop_Closed,1,decorative_or_unknown,architecture,shop closed (architecture); 2.8m x 2.3m x 2.4m. Dominant colors: white/light.,"{""x"":2.8,""y"":2.3,""z"":2.4}","{""x"":2.8,""y"":2.3,""z"":2.4}","{""x"":2.8,""y"":2.3,""z"":2.4}","[{""name"":""Shop_Closed"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":29516}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_kiosk,obj,obj/medieval_voxel/Kiosk,1,decorative_or_unknown,decor_or_misc,kiosk (decor_or_misc); 4.2m x 4.8m x 6m. Dominant colors: white/light.,"{""x"":4.2,""y"":4.8,""z"":6}","{""x"":4.2,""y"":4.8,""z"":6}","{""x"":4.2,""y"":4.8,""z"":6}","[{""name"":""Kiosk"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":18939}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_tower_complex,obj,obj/medieval_voxel/Tower_Complex,1,architecture_block,architecture,tower complex (architecture); 6m x 7.2m x 6m. Dominant colors: white/light.,"{""x"":6,""y"":7.2,""z"":6}","{""x"":6,""y"":7.2,""z"":6}","{""x"":6,""y"":7.2,""z"":6}","[{""name"":""Tower_Complex"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":30381}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_tower_door,obj,obj/medieval_voxel/Tower_Door,1,architecture_block,architecture,tower door (architecture); 1.6m x 1.8m x 0.4m. Dominant colors: white/light.,"{""x"":1.6,""y"":1.8,""z"":0.4}","{""x"":1.6,""y"":1.8,""z"":0.4}","{""x"":1.6,""y"":1.8,""z"":0.4}","[{""name"":""Tower_Door"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":23469}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_tower_simple,obj,obj/medieval_voxel/Tower_Simple,1,architecture_block,architecture,tower simple (architecture); 6m x 7.2m x 6m. Dominant colors: white/light.,"{""x"":6,""y"":7.2,""z"":6}","{""x"":6,""y"":7.2,""z"":6}","{""x"":6,""y"":7.2,""z"":6}","[{""name"":""Tower_Simple"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":29975}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_wall_entrance,obj,obj/medieval_voxel/Wall_Entrance,1,architecture_block,wall_or_display_decor,wall entrance (wall_or_display_decor); 12m x 10.7m x 4.8m. Dominant colors: white/light.,"{""x"":12,""y"":10.7,""z"":4.8}","{""x"":12,""y"":10.7,""z"":4.8}","{""x"":12,""y"":10.7,""z"":4.8}","[{""name"":""Wall_Entrance"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":22223}]",[],"[""small-decor semantic role but very large measured bounds"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_wall_entrance_door,obj,obj/medieval_voxel/Wall_Entrance_Door,1,architecture_block,wall_or_display_decor,wall entrance door (wall_or_display_decor); 3.2m x 4.6m x 0.2m. Dominant colors: white/light.,"{""x"":3.2,""y"":4.6,""z"":0.2}","{""x"":3.2,""y"":4.6,""z"":0.2}","{""x"":3.2,""y"":4.6,""z"":0.2}","[{""name"":""Wall_Entrance_Door"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":14497}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_wall_simple,obj,obj/medieval_voxel/Wall_Simple,1,architecture_block,wall_or_display_decor,wall simple (wall_or_display_decor); 6m x 3.7m x 3.5m. Dominant colors: white/light.,"{""x"":6,""y"":3.7,""z"":3.5}","{""x"":6,""y"":3.7,""z"":3.5}","{""x"":6,""y"":3.7,""z"":3.5}","[{""name"":""Wall_Simple"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":23076}]",[],"[""small-decor semantic role but very large measured bounds"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_wall_simple_windows,obj,obj/medieval_voxel/Wall_Simple_Windows,1,architecture_block,wall_or_display_decor,wall simple windows (wall_or_display_decor); 6m x 3.7m x 3.5m. Dominant colors: white/light.,"{""x"":6,""y"":3.7,""z"":3.5}","{""x"":6,""y"":3.7,""z"":3.5}","{""x"":6,""y"":3.7,""z"":3.5}","[{""name"":""Wall_Simple_Windows"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":22337}]",[],"[""small-decor semantic role but very large measured bounds"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_wall_stairs,obj,obj/medieval_voxel/Wall_Stairs,1,architecture_block,wall_or_display_decor,wall stairs (wall_or_display_decor); 4.1m x 3.2m x 1.1m. Dominant colors: white/light.,"{""x"":4.1,""y"":3.2,""z"":1.1}","{""x"":4.1,""y"":3.2,""z"":1.1}","{""x"":4.1,""y"":3.2,""z"":1.1}","[{""name"":""Wall_Stairs"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":18171}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_bridge_low_body,obj,obj/medieval_voxel/Bridge_Low_Body,1,decorative_or_unknown,architecture,bridge low body (architecture); 7m x 6.2m x 12m. Dominant colors: white/light.,"{""x"":7,""y"":6.2,""z"":12}","{""x"":7,""y"":6.2,""z"":12}","{""x"":7,""y"":6.2,""z"":12}","[{""name"":""Bridge_Low_Body"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":20527}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_bridge_medium_body,obj,obj/medieval_voxel/Bridge_Medium_Body,1,decorative_or_unknown,architecture,bridge medium body (architecture); 7m x 8.2m x 12m. Dominant colors: white/light.,"{""x"":7,""y"":8.2,""z"":12}","{""x"":7,""y"":8.2,""z"":12}","{""x"":7,""y"":8.2,""z"":12}","[{""name"":""Bridge_Medium_Body"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":24053}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_flag_large_red,obj,obj/medieval_voxel/Flag_Large_Red,1,decorative_tiny,wall_or_display_decor,flag large red (wall_or_display_decor); 2.1m x 3.7m x 0.3m. Dominant colors: white/light.,"{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","[{""name"":""Flag_Large_Red"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":4613}]",[],"[""decorative_tiny role but larger than expected"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_flag_large_green,obj,obj/medieval_voxel/Flag_Large_Green,1,decorative_tiny,wall_or_display_decor,flag large green (wall_or_display_decor); 2.1m x 3.7m x 0.3m. Dominant colors: white/light.,"{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","[{""name"":""Flag_Large_Green"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":4611}]",[],"[""decorative_tiny role but larger than expected"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_flag_large_blue,obj,obj/medieval_voxel/Flag_Large_Blue,1,decorative_tiny,wall_or_display_decor,flag large blue (wall_or_display_decor); 2.1m x 3.7m x 0.3m. Dominant colors: white/light.,"{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","{""x"":2.1,""y"":3.7,""z"":0.3}","[{""name"":""Flag_Large_Blue"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":4613}]",[],"[""decorative_tiny role but larger than expected"",""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_sign_post,obj,obj/medieval_voxel/Sing_Post,1,decorative_or_unknown,wall_or_display_decor,sign post (wall_or_display_decor); 0.8m x 1.6m x 0.5m. Dominant colors: white/light.,"{""x"":0.8,""y"":1.6,""z"":0.5}","{""x"":0.8,""y"":1.6,""z"":0.5}","{""x"":0.8,""y"":1.6,""z"":0.5}","[{""name"":""Sing_Post"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":4808}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_lamp_ground_large,obj,obj/medieval_voxel/Lamp_Ground_Large,1,ground_surface,lighting,lamp ground large (lighting); 0.7m x 1.7m x 0.7m. Dominant colors: white/light.,"{""x"":0.7,""y"":1.7,""z"":0.7}","{""x"":0.7,""y"":1.7,""z"":0.7}","{""x"":0.7,""y"":1.7,""z"":0.7}","[{""name"":""Lamp_Ground_Large"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":6148}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_lamp_ground_small,obj,obj/medieval_voxel/Lamp_Ground_Small,1,ground_surface,lighting,lamp ground small (lighting); 0.7m x 1.4m x 0.7m. Dominant colors: white/light.,"{""x"":0.7,""y"":1.4,""z"":0.7}","{""x"":0.7,""y"":1.4,""z"":0.7}","{""x"":0.7,""y"":1.4,""z"":0.7}","[{""name"":""Lamp_Ground_Small"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8567}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_lamp_wall,obj,obj/medieval_voxel/Lamp_Wall,1,decorative_or_unknown,lighting,lamp wall (lighting); 0.7m x 0.6m x 0.8m. Dominant colors: white/light.,"{""x"":0.7,""y"":0.6,""z"":0.8}","{""x"":0.7,""y"":0.6,""z"":0.8}","{""x"":0.7,""y"":0.6,""z"":0.8}","[{""name"":""Lamp_Wall"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":15846}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_cart_straight,obj,obj/medieval_voxel/Cart_Straight,1,low_cart,service_or_landmark_prop,cart straight (service_or_landmark_prop); 1.9m x 1.1m x 3.1m. Dominant colors: white/light.,"{""x"":1.9,""y"":1.1,""z"":3.1}","{""x"":1.9,""y"":1.1,""z"":3.1}","{""x"":1.9,""y"":1.1,""z"":3.1}","[{""name"":""Cart_Straight"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":11345}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_iso,obj,obj/church_cemetery/church-16-ch_iso,1,architecture_block,architecture,church iso (architecture); 8.8m x 12.4m x 13.5m. Dominant colors: white/light.,"{""x"":8.8,""y"":12.4,""z"":13.5}","{""x"":8.8,""y"":12.4,""z"":13.5}","{""x"":8.8,""y"":12.4,""z"":13.5}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":20971}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_roof_blue,obj,obj/church_cemetery/church-34-ch_roofblue,1,architecture_block,architecture,church roof blue (architecture); 8.2m x 7.2m x 11.8m. Dominant colors: white/light.,"{""x"":8.2,""y"":7.2,""z"":11.8}","{""x"":8.2,""y"":7.2,""z"":11.8}","{""x"":8.2,""y"":7.2,""z"":11.8}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8285}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_bells,obj,obj/church_cemetery/church-80-churchbells,1,architecture_block,architecture,church bells (architecture); 6.4m x 0.7m x 0.6m. Dominant colors: white/light.,"{""x"":6.4,""y"":0.7,""z"":0.6}","{""x"":6.4,""y"":0.7,""z"":0.6}","{""x"":6.4,""y"":0.7,""z"":0.6}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":806}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_window_lower,obj,obj/church_cemetery/church-81-ch_windowlower,1,architecture_block,architecture,church window lower (architecture); 7.8m x 2.9m x 9m. Dominant colors: white/light.,"{""x"":7.8,""y"":2.9,""z"":9}","{""x"":7.8,""y"":2.9,""z"":9}","{""x"":7.8,""y"":2.9,""z"":9}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":4070}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_window_upper,obj,obj/church_cemetery/church-75-ch_windowupper,1,architecture_block,architecture,church window upper (architecture); 7m x 3.4m x 11.3m. Dominant colors: white/light.,"{""x"":7,""y"":3.4,""z"":11.3}","{""x"":7,""y"":3.4,""z"":11.3}","{""x"":7,""y"":3.4,""z"":11.3}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":1670}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_base_lower,obj,obj/church_cemetery/church-83-ch_baselower,1,architecture_block,architecture,church base lower (architecture); 8.8m x 3.4m x 12.4m. Dominant colors: white/light.,"{""x"":8.8,""y"":3.4,""z"":12.4}","{""x"":8.8,""y"":3.4,""z"":12.4}","{""x"":8.8,""y"":3.4,""z"":12.4}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":14170}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_base_upper,obj,obj/church_cemetery/church-82-ch_baseupper,1,architecture_block,architecture,church base upper (architecture); 8.8m x 6.2m x 11.8m. Dominant colors: white/light.,"{""x"":8.8,""y"":6.2,""z"":11.8}","{""x"":8.8,""y"":6.2,""z"":11.8}","{""x"":8.8,""y"":6.2,""z"":11.8}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":15844}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_trapdoor_metal,obj,obj/church_cemetery/church-62-ch_trapdoormetal,1,architecture_block,architecture,church trapdoor metal (architecture); 1.8m x 0.3m x 1.7m. Dominant colors: white/light.,"{""x"":1.8,""y"":0.3,""z"":1.7}","{""x"":1.8,""y"":0.3,""z"":1.7}","{""x"":1.8,""y"":0.3,""z"":1.7}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":7566}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_crypt,obj,obj/church_cemetery/church-67-crypt,1,solid_landmark,architecture,church crypt (architecture); 1.8m x 0.7m x 3.1m. Dominant colors: white/light.,"{""x"":1.8,""y"":0.7,""z"":3.1}","{""x"":1.8,""y"":0.7,""z"":3.1}","{""x"":1.8,""y"":0.7,""z"":3.1}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":11145}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_grave_fence,obj,obj/church_cemetery/church-70-gy_fencemetalal,1,thin_barrier,architecture,church grave fence (architecture); 1.5m x 1m x 0.1m. Dominant colors: white/light.,"{""x"":1.5,""y"":1,""z"":0.1}","{""x"":1.5,""y"":1,""z"":0.1}","{""x"":1.5,""y"":1,""z"":0.1}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":10142}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_church_grave_wall,obj,obj/church_cemetery/church-71-gy_wallbase,1,architecture_block,wall_or_display_decor,church grave wall (wall_or_display_decor); 1.5m x 0.4m x 0.3m. Dominant colors: white/light.,"{""x"":1.5,""y"":0.4,""z"":0.3}","{""x"":1.5,""y"":0.4,""z"":0.3}","{""x"":1.5,""y"":0.4,""z"":0.3}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":9002}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_grave_dirt,obj,obj/church_cemetery/church-74-gy_dirtgrave,1,architecture_block,architecture,grave dirt (architecture); 1.3m x 0.3m x 2.4m. Dominant colors: white/light.,"{""x"":1.3,""y"":0.3,""z"":2.4}","{""x"":1.3,""y"":0.3,""z"":2.4}","{""x"":1.3,""y"":0.3,""z"":2.4}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8121}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
obj_gargoyle,obj,obj/church_cemetery/church-79-gargoyle,1,architecture_block,architecture,gargoyle (architecture); 0.4m x 0.7m x 0.6m. Dominant colors: white/light.,"{""x"":0.4,""y"":0.7,""z"":0.6}","{""x"":0.4,""y"":0.7,""z"":0.6}","{""x"":0.4,""y"":0.7,""z"":0.6}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":22157}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
bread_loaf,obj,obj/tavern/tavern-58-bread_loaf,1.05,decorative_tiny,food_or_tabletop,bread loaf (food_or_tabletop); 0.42m x 0.315m x 0.735m. Dominant colors: white/light.,"{""x"":0.4,""y"":0.3,""z"":0.7}","{""x"":0.42,""y"":0.315,""z"":0.735}","{""x"":0.42,""y"":0.315,""z"":0.735}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":18424}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
bread_slice,obj,obj/tavern/tavern-57-bread_slice,1.05,decorative_tiny,food_or_tabletop,bread slice (food_or_tabletop); 0.42m x 0.105m x 0.315m. Dominant colors: white/light.,"{""x"":0.4,""y"":0.1,""z"":0.3}","{""x"":0.42,""y"":0.105,""z"":0.315}","{""x"":0.42,""y"":0.105,""z"":0.315}","[{""name"":""palette"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":16653}]",[],"[""renders mostly white/untextured; verify OBJ MTL/texture hookup""]"
